primaryImg,name,price,description,isDeleted,sold,view,rating,addDate,quantity,discountPrice,path,filter
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-dot-truc-chau-trong-cay-1-247x247.jpg,Chậu Đốt Trúc,40000,Sản phẩm gồm 01 Chậu Đốt Trúc trồng cây như hình.,FALSE,0,0,0,9/24/2021,20,40000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-ang-cong-chau-trong-cay-dep-5-247x247.jpg,Chậu Ang Cong,115000,Sản phẩm gồm 01 Chậu Ang Cong trồng cây như hình.,FALSE,0,0,0,9/25/2021,20,115000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-vuong-chau-trong-cay-mini-2-247x247.jpg,Chậu Vuông Mini,25000,Sản phẩm gồm 01 Chậu Vuông Mini trồng cây như hình.,FALSE,0,0,0,9/26/2021,20,25000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-treo-chau-trong-cay-1-247x247.jpg,Chậu Treo,45000,Sản phẩm gồm 01 Chậu Treo trồng cây như hình.,FALSE,0,0,0,9/27/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-men-nho-chau-trong-cay-1-247x247.jpg,Chậu Men Nhỡ,25000,Sản phẩm gồm 01 Chậu Men Nhỡ trồng cây như hình.,FALSE,0,0,0,9/28/2021,20,25000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-mui-khia-chau-trong-cay-dep-4-247x247.jpg,Chậu Khía,45000,Sản phẩm gồm 01 Chậu Khía trồng cây như hình.,FALSE,0,0,0,9/29/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-bi-chau-trong-cay-1-247x247.jpg,Chậu Bí,45000,Sản phẩm gồm 01 Chậu Bí trồng cây như hình.,FALSE,0,0,0,9/30/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-vat-chau-trong-cay-1-247x247.jpg,Chậu Vuông Vát,95000,Sản phẩm gồm 01 Chậu Vuông Vát trồng cây như hình.,FALSE,0,0,0,10/1/2021,20,95000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-khia-khum-trong-cay-1-247x247.jpg,Chậu Khía Khum,140000,Sản phẩm gồm 01 Chậu Khía Khum trồng cây như hình.,FALSE,0,0,0,10/2/2021,20,140000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-vuong-bo-in-hinh-chau-trong-cay-1-247x247.jpg,Chậu Vuông In Hình,100000,Sản phẩm gồm 01 Chậu Vuông In Hình trồng cây như hình.,FALSE,0,0,0,10/3/2021,20,100000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-khia-bet-chau-trong-cay-3-247x247.jpg,Chậu Khía Bẹt,40000,Sản phẩm gồm 01 Chậu Khía Bẹt trồng cây như hình.,FALSE,0,0,0,10/4/2021,20,40000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-hat-de-van-trong-cay-de-ban-2-247x247.jpg,Chậu Hạt Dẻ Vằn,30000,Sản phẩm gồm 01 Chậu Hạt Dẻ Vằn trồng cây như hình.,FALSE,0,0,0,10/5/2021,20,30000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-den-ke-chau-trong-cay-3-247x247.jpg,Chậu Đen Kẻ,25000,Sản phẩm gồm 01 Chậu Đen Kẻ trồng cây như hình.,FALSE,0,0,0,10/6/2021,20,25000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-vuong-vat-mini-1-247x247.jpg,Chậu Vuông Vát Mini,15000,Sản phẩm gồm 01 Chậu Vuông Vát Mini trồng cây như hình.,FALSE,0,0,0,10/7/2021,20,15000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-hinh-thang-trong-cay-de-ban-1-247x247.jpg,Chậu Hình Thang,30000,Sản phẩm gồm 01 Chậu Hình Thang trồng cây như hình.,FALSE,0,0,0,10/8/2021,20,30000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-coc-cham-xuat-khau-1-247x247.jpg,Chậu Chấm Xuất Khẩu,60000,Sản phẩm gồm 01 Chậu Chấm Xuất Khẩu trồng cây và 1 đĩa như hình.,FALSE,0,0,0,10/9/2021,20,60000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Chau-tru-xuat-khau-trong-cay-247x247.jpg,Chậu Trụ Xuất Khẩu,80000,Sản phẩm gồm 01 Chậu Trụ Xuất Khẩu trồng cây và 1 đĩa như hình.,FALSE,0,0,0,10/10/2021,20,80000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-xk-len-cay-247x247.jpg,Chậu Cốc Xuất Khẩu,45000,Sản phẩm gồm 01 Chậu Cốc Xuất Khẩu trồng cây và 1 đĩa như hình.,FALSE,0,0,0,10/11/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/chau-coc-bac-thang-1-247x247.jpg,Chậu Cốc Bậc Thang,45000,Sản phẩm gồm 01 Chậu Cốc Bậc Thang trồng cây và 1 đĩa như hình.,FALSE,0,0,0,10/12/2021,20,45000,",Pots,CeramicPots,",",ColorPot,"
https://caycanhonline.vn/wp-content/uploads/2019/05/Cap-chau-vuong-trong-cay-247x247.jpg,Cặp Chậu Vuông,95000,Sản phẩm Cặp Chậu Vuông gồm 02 chậu trồng cây như hình.,FALSE,0,0,0,10/13/2021,20,95000,",Pots,CeramicPots,",",ColorPot,"
